GEO_NAME,GEO_CODE (POR),DIM: Sex (3),DIM: Mother tongue (269),Dim: Knowledge of official languages (5): Member ID: [1]: Total - Knowledge of official languages,Dim: Knowledge of official languages (5): Member ID: [2]: English only,Dim: Knowledge of official languages (5): Member ID: [3]: French only,Dim: Knowledge of official languages (5): Member ID: [4]: English and French,Dim: Knowledge of official languages (5): Member ID: [5]: Neither English nor French
Northwest Territories,61,Male,Waray-Waray,0,0,0,0,0
Northwest Territories,61,Male,"Austronesian languages, n.i.e.",0,5,0,0,0
Northwest Territories,61,Male,Creole languages,25,10,0,15,0
Northwest Territories,61,Male,Haitian Creole,5,5,0,0,0
Northwest Territories,61,Male,"Creole, n.o.s.",10,0,5,10,0
Northwest Territories,61,Male,"Creole languages, n.i.e.",5,5,0,5,0
Northwest Territories,61,Male,Dravidian languages,35,30,0,5,0
Northwest Territories,61,Male,Kannada,0,0,0,0,0
Northwest Territories,61,Male,Malayalam,20,15,0,0,0
Northwest Territories,61,Male,Tamil,10,10,0,5,0
Northwest Territories,61,Male,Telugu,10,10,0,0,0
Northwest Territories,61,Male,"Dravidian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Hmong-Mien languages,0,0,0,0,0
Northwest Territories,61,Male,Indo-European languages,540,475,0,55,10
Northwest Territories,61,Male,Albanian,5,5,0,0,0
Northwest Territories,61,Male,Armenian,20,20,0,5,5
Northwest Territories,61,Male,Balto-Slavic languages,120,105,0,10,5
Northwest Territories,61,Male,Baltic languages,0,0,0,0,0
Northwest Territories,61,Male,Latvian,0,0,0,0,0
Northwest Territories,61,Male,Lithuanian,0,0,0,0,0
Northwest Territories,61,Male,Slavic languages,120,105,0,15,5
Northwest Territories,61,Male,Belarusan,0,0,0,0,0
Northwest Territories,61,Male,Bosnian,0,5,0,0,5
Northwest Territories,61,Male,Bulgarian,5,5,0,0,0
Northwest Territories,61,Male,Croatian,15,10,0,0,0
Northwest Territories,61,Male,Czech,10,5,0,0,0
Northwest Territories,61,Male,Macedonian,5,5,0,0,0
Northwest Territories,61,Male,Polish,25,25,0,5,0
Northwest Territories,61,Male,Russian,25,15,0,0,0
Northwest Territories,61,Male,Serbian,5,10,0,0,0
Northwest Territories,61,Male,Serbo-Croatian,5,0,0,0,0
Northwest Territories,61,Male,Slovak,10,10,0,0,0
Northwest Territories,61,Male,Slovene (Slovenian),0,5,0,0,0
Northwest Territories,61,Male,Ukrainian,15,15,0,0,0
Northwest Territories,61,Male,"Slavic languages, n.i.e.",5,0,0,0,0
Northwest Territories,61,Male,Celtic languages,5,5,0,5,0
Northwest Territories,61,Male,Scottish Gaelic,5,5,0,5,0
Northwest Territories,61,Male,Welsh,0,0,0,0,0
Northwest Territories,61,Male,"Celtic languages, n.i.e.",5,0,0,0,0
Northwest Territories,61,Male,Germanic languages,125,115,0,10,0
Northwest Territories,61,Male,Afrikaans,5,5,0,0,0
Northwest Territories,61,Male,Danish,5,5,0,5,0
Northwest Territories,61,Male,Dutch,25,25,0,5,0
Northwest Territories,61,Male,Frisian,0,0,0,0,0
Northwest Territories,61,Male,German,80,75,0,5,0
Northwest Territories,61,Male,Icelandic,0,0,0,0,0
Northwest Territories,61,Male,Norwegian,5,5,0,0,0
Northwest Territories,61,Male,Swedish,5,5,0,0,0
Northwest Territories,61,Male,Vlaams (Flemish),0,0,0,0,0
Northwest Territories,61,Male,Yiddish,0,0,0,0,0
Northwest Territories,61,Male,"Germanic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Greek,10,10,0,0,0
Northwest Territories,61,Male,Indo-Iranian languages,155,145,0,10,0
Northwest Territories,61,Male,Indo-Aryan languages,140,135,0,10,0
Northwest Territories,61,Male,Bengali,35,40,0,0,0
Northwest Territories,61,Male,Gujarati,5,10,0,0,0
Northwest Territories,61,Male,Hindi,20,20,0,0,0
Northwest Territories,61,Male,Kashmiri,0,0,0,0,0
Northwest Territories,61,Male,Konkani,0,0,0,0,0
Northwest Territories,61,Male,Marathi,0,5,0,0,0
Northwest Territories,61,Male,Nepali,10,10,0,0,0
Northwest Territories,61,Male,Oriya (Odia),0,0,0,0,0
Northwest Territories,61,Male,Punjabi (Panjabi),30,30,0,0,0
Northwest Territories,61,Male,Sindhi,5,0,0,0,0
Northwest Territories,61,Male,Sinhala (Sinhalese),5,5,0,0,0
Northwest Territories,61,Male,Urdu,20,20,0,0,0
Northwest Territories,61,Male,Iranian languages,15,10,0,5,0
Northwest Territories,61,Male,Kurdish,0,0,0,0,0
Northwest Territories,61,Male,Pashto,0,0,0,0,0
Northwest Territories,61,Male,Persian (Farsi),10,10,0,0,0
Northwest Territories,61,Male,"Indo-Iranian languages, n.i.e.",5,0,0,0,0
Northwest Territories,61,Male,Italic (Romance) languages,95,75,0,20,0
Northwest Territories,61,Male,Catalan,0,0,0,0,0
Northwest Territories,61,Male,Italian,35,25,0,10,0
Northwest Territories,61,Male,Portuguese,10,0,0,5,0
Northwest Territories,61,Male,Romanian,0,5,0,0,0
Northwest Territories,61,Male,Spanish,45,40,0,5,5
Northwest Territories,61,Male,"Italic (Romance) languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Japanese,20,20,0,5,0
Northwest Territories,61,Male,Kartvelian languages,0,0,0,0,0
Northwest Territories,61,Male,Georgian,0,0,0,0,0
Northwest Territories,61,Male,Korean,20,20,0,0,5
Northwest Territories,61,Male,Mongolic languages,0,0,0,0,0
Northwest Territories,61,Male,Mongolian,0,0,0,0,0
Northwest Territories,61,Male,Niger-Congo languages,75,65,0,15,0
Northwest Territories,61,Male,Akan (Twi),5,5,0,0,0
Northwest Territories,61,Male,Bamanankan,0,0,0,0,0
Northwest Territories,61,Male,Edo,0,0,0,0,0
Northwest Territories,61,Male,Ewe,0,0,0,0,0
Northwest Territories,61,Male,"Fulah (Pular, Pulaar, Fulfulde)",0,0,0,0,0
Northwest Territories,61,Male,Ga,0,0,0,0,0
Northwest Territories,61,Male,Ganda,10,10,0,0,0
Northwest Territories,61,Male,Igbo,0,0,0,0,0
Northwest Territories,61,Male,Lingala,5,0,0,5,0
Northwest Territories,61,Male,Rundi (Kirundi),0,0,0,0,0
Northwest Territories,61,Male,Kinyarwanda (Rwanda),5,0,0,5,0
Northwest Territories,61,Male,Shona,20,15,0,0,0
Northwest Territories,61,Male,Swahili,0,0,0,0,0
Northwest Territories,61,Male,Wolof,0,0,0,0,0
Northwest Territories,61,Male,Yoruba,0,0,0,0,0
Northwest Territories,61,Male,"Niger-Congo languages, n.i.e.",30,25,0,5,0
Northwest Territories,61,Male,Nilo-Saharan languages,5,5,0,0,0
Northwest Territories,61,Male,Dinka,0,0,0,0,0
Northwest Territories,61,Male,"Nilo-Saharan languages, n.i.e.",0,5,0,0,0
Northwest Territories,61,Male,Sign languages,5,5,0,0,0
Northwest Territories,61,Male,American Sign Language,0,0,0,0,0
Northwest Territories,61,Male,Quebec Sign Language,0,0,0,0,0
Northwest Territories,61,Male,"Sign languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Male,Sino-Tibetan languages,125,105,0,5,15
Northwest Territories,61,Male,Chinese languages,125,105,0,5,15
Northwest Territories,61,Male,Cantonese,55,50,0,0,5
Northwest Territories,61,Male,Hakka,0,0,0,0,0
Northwest Territories,61,Male,Mandarin,30,25,0,0,0
Northwest Territories,61,Male,Min Dong,0,0,0,0,0
Northwest Territories,61,Male,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",0,0,0,0,0
Northwest Territories,61,Male,Wu (Shanghainese),0,0,0,0,0
Northwest Territories,61,Male,"Chinese, n.o.s.",40,30,0,0,5
Northwest Territories,61,Male,"Chinese languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Tibeto-Burman languages,0,0,0,0,0
Northwest Territories,61,Male,Burmese,0,0,0,0,0
Northwest Territories,61,Male,Karenic languages,0,0,0,0,0
Northwest Territories,61,Male,Tibetan,0,0,0,0,0
Northwest Territories,61,Male,"Tibeto-Burman languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Tai-Kadai languages,5,0,0,0,0
Northwest Territories,61,Male,Lao,0,0,0,0,0
Northwest Territories,61,Male,Thai,0,0,0,0,0
Northwest Territories,61,Male,"Tai-Kadai languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Male,Turkic languages,5,5,0,0,0
Northwest Territories,61,Male,Azerbaijani,0,0,0,0,0
Northwest Territories,61,Male,Turkish,0,5,0,0,0
Northwest Territories,61,Male,Uyghur,0,0,0,0,0
Northwest Territories,61,Male,Uzbek,0,5,0,0,0
Northwest Territories,61,Male,"Turkic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Uralic languages,15,15,0,0,0
Northwest Territories,61,Male,Estonian,5,0,0,0,0
Northwest Territories,61,Male,Finnish,5,0,0,0,0
Northwest Territories,61,Male,Hungarian,15,15,0,0,0
Northwest Territories,61,Male,"Uralic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,"Other languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Multiple responses,375,290,5,85,0
Northwest Territories,61,Male,English and French,65,10,0,55,0
Northwest Territories,61,Male,English and non-official language,285,270,0,15,0
Northwest Territories,61,Male,French and non-official language,20,5,0,15,0
Northwest Territories,61,Male,"English, French and non-official language",5,0,0,0,0
Northwest Territories,61,Female,Total - Mother tongue,20330,17900,30,2295,105
Northwest Territories,61,Female,Single responses,19890,17555,25,2205,105
Northwest Territories,61,Female,Official languages,16015,13930,25,2065,5
Northwest Territories,61,Female,English,15470,13895,0,1570,5
Northwest Territories,61,Female,French,550,30,25,490,0
Northwest Territories,61,Female,Non-official languages,3870,3625,0,140,105
Northwest Territories,61,Female,Aboriginal languages,2365,2285,0,25,60
Northwest Territories,61,Female,Algonquian languages,80,75,0,0,0
Northwest Territories,61,Female,Blackfoot,0,0,0,0,0
Northwest Territories,61,Female,Cree-Montagnais languages,70,65,0,5,0
Northwest Territories,61,Female,Atikamekw,0,0,0,0,0
Northwest Territories,61,Female,Montagnais (Innu),0,0,0,0,0
Northwest Territories,61,Female,Moose Cree,0,0,0,0,0
Northwest Territories,61,Female,Naskapi,0,0,0,0,0
Northwest Territories,61,Female,Northern East Cree,0,5,0,0,0
Northwest Territories,61,Female,Plains Cree,0,0,0,0,0
Northwest Territories,61,Female,Southern East Cree,0,0,0,0,0
Northwest Territories,61,Female,Swampy Cree,5,5,0,0,0
Northwest Territories,61,Female,Woods Cree,0,0,0,0,0
Northwest Territories,61,Female,"Cree, n.o.s.",65,60,0,5,0
Northwest Territories,61,Female,Eastern Algonquian languages,5,0,0,0,0
Northwest Territories,61,Female,Malecite,0,5,0,0,0
Northwest Territories,61,Female,Mi'kmaq,0,0,0,0,0
Northwest Territories,61,Female,Ojibway-Potawatomi languages,5,5,0,0,0
Northwest Territories,61,Female,Algonquin,0,0,0,0,0
Northwest Territories,61,Female,Ojibway,5,10,0,0,0
Northwest Territories,61,Female,Oji-Cree,0,0,0,0,0
Northwest Territories,61,Female,Ottawa (Odawa),0,0,0,0,0
Northwest Territories,61,Female,"Algonquian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Athabaskan languages,1925,1855,0,15,55
Northwest Territories,61,Female,Northern Athabaskan languages,1925,1855,0,15,55
Northwest Territories,61,Female,Babine (Wetsuwet'en),0,0,0,0,0
Northwest Territories,61,Female,Beaver,0,0,0,0,0
Northwest Territories,61,Female,Carrier,0,0,0,0,0
Northwest Territories,61,Female,Chilcotin,0,0,0,0,0
Northwest Territories,61,Female,Dene,190,185,0,5,0
Northwest Territories,61,Female,Dogrib (Tlicho),775,745,0,0,30
Northwest Territories,61,Female,Gwich'in,90,85,0,0,0
Northwest Territories,61,Female,Sarsi (Sarcee),0,0,0,0,0
Northwest Territories,61,Female,Sekani,0,0,0,0,0
Northwest Territories,61,Female,Slavey-Hare languages,875,840,0,10,25
Northwest Territories,61,Female,North Slavey (Hare),380,370,0,5,10
Northwest Territories,61,Female,South Slavey,400,385,0,5,10
Northwest Territories,61,Female,"Slavey, n.o.s.",95,90,0,0,5
Northwest Territories,61,Female,Tahltan languages,0,0,0,0,0
Northwest Territories,61,Female,Kaska (Nahani),0,0,0,0,0
Northwest Territories,61,Female,Tahltan,0,0,0,0,0
Northwest Territories,61,Female,Tutchone languages,0,0,0,0,0
Northwest Territories,61,Female,Northern Tutchone,0,0,0,0,0
Northwest Territories,61,Female,Southern Tutchone,0,0,0,0,0
Northwest Territories,61,Female,"Athabaskan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Haida,0,0,0,0,0
Northwest Territories,61,Female,Inuit languages,350,345,0,5,5
Northwest Territories,61,Female,Inuinnaqtun (Inuvialuktun),260,260,0,0,0
Northwest Territories,61,Female,Inuktitut,80,75,0,5,0
Northwest Territories,61,Female,"Inuit languages, n.i.e.",5,10,0,0,0
Northwest Territories,61,Female,Iroquoian languages,0,0,0,0,0
Northwest Territories,61,Female,Cayuga,0,0,0,0,0
Northwest Territories,61,Female,Mohawk,0,0,0,0,0
Northwest Territories,61,Female,Oneida,0,0,0,0,0
Northwest Territories,61,Female,"Iroquoian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Kutenai,0,0,0,0,0
Northwest Territories,61,Female,Michif,5,5,0,0,0
Northwest Territories,61,Female,Salish languages,0,0,0,0,0
Northwest Territories,61,Female,Comox,0,0,0,0,0
Northwest Territories,61,Female,Halkomelem,0,0,0,0,0
Northwest Territories,61,Female,Lillooet,0,0,0,0,0
Northwest Territories,61,Female,Okanagan,0,0,0,0,0
Northwest Territories,61,Female,Shuswap (Secwepemctsin),0,0,0,0,0
Northwest Territories,61,Female,Squamish,0,0,0,0,0
Northwest Territories,61,Female,Straits,0,0,0,0,0
Northwest Territories,61,Female,Thompson (Ntlakapamux),5,0,0,0,0
Northwest Territories,61,Female,"Salish languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Siouan languages,0,0,0,0,0
Northwest Territories,61,Female,Dakota,0,0,0,0,0
Northwest Territories,61,Female,Stoney,0,0,0,0,0
Northwest Territories,61,Female,"Siouan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Tlingit,0,0,0,0,0
Northwest Territories,61,Female,Tsimshian languages,0,0,0,0,0
Northwest Territories,61,Female,Gitxsan (Gitksan),0,0,0,0,0
Northwest Territories,61,Female,Nisga'a,0,0,0,0,0
Northwest Territories,61,Female,Tsimshian,0,0,0,0,0
Northwest Territories,61,Female,Wakashan languages,0,0,0,0,0
Northwest Territories,61,Female,Haisla,0,0,0,0,0
Northwest Territories,61,Female,Heiltsuk,0,0,0,0,0
Northwest Territories,61,Female,Kwakiutl (Kwak'wala),0,0,0,0,0
Northwest Territories,61,Female,Nuu-chah-nulth (Nootka),0,0,0,0,0
Northwest Territories,61,Female,"Wakashan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,"Aboriginal languages, n.o.s.",0,0,0,0,0
Northwest Territories,61,Female,Non-Aboriginal languages,1510,1340,5,120,45
Northwest Territories,61,Female,Afro-Asiatic languages,75,60,5,10,5
Northwest Territories,61,Female,Berber languages,0,0,0,0,0
Northwest Territories,61,Female,Kabyle,0,0,0,0,0
Northwest Territories,61,Female,"Berber languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Cushitic languages,10,5,0,5,0
Northwest Territories,61,Female,Bilen,0,0,0,0,0
Northwest Territories,61,Female,Oromo,0,0,0,0,0
Northwest Territories,61,Female,Somali,10,10,0,5,0
Northwest Territories,61,Female,"Cushitic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Semitic languages,60,45,0,5,0
Northwest Territories,61,Female,Amharic,10,10,0,0,0
Northwest Territories,61,Female,Arabic,50,35,5,10,5
Northwest Territories,61,Female,Assyrian Neo-Aramaic,0,0,0,0,0
Northwest Territories,61,Female,Chaldean Neo-Aramaic,0,0,0,0,0
Northwest Territories,61,Female,Harari,0,0,0,0,0
Northwest Territories,61,Female,Hebrew,0,0,0,0,0
Northwest Territories,61,Female,Maltese,0,0,0,0,0
Northwest Territories,61,Female,Tigrigna,5,5,0,0,0
Northwest Territories,61,Female,"Semitic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,"Afro-Asiatic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Austro-Asiatic languages,85,75,0,0,10
Northwest Territories,61,Female,Khmer (Cambodian),0,0,0,0,0
Northwest Territories,61,Female,Vietnamese,85,75,0,0,10
Northwest Territories,61,Female,"Austro-Asiatic languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Female,Austronesian languages,525,520,0,5,5
Northwest Territories,61,Female,Bikol,5,5,0,0,0
Northwest Territories,61,Female,Cebuano,35,35,0,0,0
Northwest Territories,61,Female,Fijian,0,0,0,0,0
Northwest Territories,61,Female,Hiligaynon,10,10,0,0,0
Northwest Territories,61,Female,Ilocano,45,45,0,0,0
Northwest Territories,61,Female,Malagasy,0,0,0,0,0
Northwest Territories,61,Female,Malay,0,5,0,0,0
Northwest Territories,61,Female,"Pampangan (Kapampangan, Pampango)",5,5,0,0,0
Northwest Territories,61,Female,Pangasinan,5,0,0,0,0
Northwest Territories,61,Female,"Tagalog (Pilipino, Filipino)",430,420,0,5,0
Northwest Territories,61,Female,Waray-Waray,0,0,0,0,0
Northwest Territories,61,Female,"Austronesian languages, n.i.e.",5,0,0,0,0
Northwest Territories,61,Female,Creole languages,20,5,0,15,0
Northwest Territories,61,Female,Haitian Creole,0,0,0,0,0
Northwest Territories,61,Female,"Creole, n.o.s.",15,0,0,10,0
Northwest Territories,61,Female,"Creole languages, n.i.e.",5,5,0,0,0
Northwest Territories,61,Female,Dravidian languages,20,20,0,5,0
Northwest Territories,61,Female,Kannada,0,0,0,0,0
Northwest Territories,61,Female,Malayalam,10,10,0,0,0
Northwest Territories,61,Female,Tamil,10,5,0,5,0
Northwest Territories,61,Female,Telugu,5,10,0,0,0
Northwest Territories,61,Female,"Dravidian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Hmong-Mien languages,0,0,0,0,0
Northwest Territories,61,Female,Indo-European languages,505,425,0,70,15
Northwest Territories,61,Female,Albanian,0,0,0,0,0
Northwest Territories,61,Female,Armenian,25,25,0,0,5
Northwest Territories,61,Female,Balto-Slavic languages,100,85,0,10,0
Northwest Territories,61,Female,Baltic languages,0,5,0,0,0
Northwest Territories,61,Female,Latvian,0,0,0,0,0
Northwest Territories,61,Female,Lithuanian,5,5,0,0,0
Northwest Territories,61,Female,Slavic languages,95,80,0,10,5
Northwest Territories,61,Female,Belarusan,5,0,0,0,0
Northwest Territories,61,Female,Bosnian,5,0,0,0,0
Northwest Territories,61,Female,Bulgarian,5,0,0,0,0
Northwest Territories,61,Female,Croatian,5,0,0,5,0
Northwest Territories,61,Female,Czech,5,5,0,0,0
Northwest Territories,61,Female,Macedonian,5,0,0,0,0
Northwest Territories,61,Female,Polish,15,20,0,0,0
Northwest Territories,61,Female,Russian,20,15,0,0,0
Northwest Territories,61,Female,Serbian,5,5,0,0,0
Northwest Territories,61,Female,Serbo-Croatian,0,0,0,0,0
Northwest Territories,61,Female,Slovak,10,10,0,0,0
Northwest Territories,61,Female,Slovene (Slovenian),5,5,0,0,0
Northwest Territories,61,Female,Ukrainian,15,10,0,5,0
Northwest Territories,61,Female,"Slavic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Celtic languages,5,5,0,0,0
Northwest Territories,61,Female,Scottish Gaelic,0,0,0,0,0
Northwest Territories,61,Female,Welsh,0,5,0,0,0
Northwest Territories,61,Female,"Celtic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Germanic languages,145,120,0,25,0
Northwest Territories,61,Female,Afrikaans,15,10,0,5,0
Northwest Territories,61,Female,Danish,5,0,0,0,0
Northwest Territories,61,Female,Dutch,25,25,0,5,0
Northwest Territories,61,Female,Frisian,0,0,0,0,0
Northwest Territories,61,Female,German,90,80,0,10,0
Northwest Territories,61,Female,Icelandic,5,5,0,5,0
Northwest Territories,61,Female,Norwegian,0,0,0,0,0
Northwest Territories,61,Female,Swedish,0,5,0,5,0
Northwest Territories,61,Female,Vlaams (Flemish),5,0,0,0,0
Northwest Territories,61,Female,Yiddish,0,0,0,0,0
Northwest Territories,61,Female,"Germanic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Greek,10,5,0,5,0
Northwest Territories,61,Female,Indo-Iranian languages,130,115,0,10,5
Northwest Territories,61,Female,Indo-Aryan languages,110,100,0,10,0
Northwest Territories,61,Female,Bengali,30,30,0,5,0
Northwest Territories,61,Female,Gujarati,0,0,0,0,0
Northwest Territories,61,Female,Hindi,20,15,0,0,0
Northwest Territories,61,Female,Kashmiri,0,0,0,0,0
Northwest Territories,61,Female,Konkani,0,0,0,0,0
Northwest Territories,61,Female,Marathi,0,0,0,0,0
Northwest Territories,61,Female,Nepali,10,10,0,0,5
Northwest Territories,61,Female,Oriya (Odia),0,0,0,0,0
Northwest Territories,61,Female,Punjabi (Panjabi),15,15,0,0,0
Northwest Territories,61,Female,Sindhi,0,0,0,0,0
Northwest Territories,61,Female,Sinhala (Sinhalese),5,0,0,0,0
Northwest Territories,61,Female,Urdu,20,25,0,5,0
Northwest Territories,61,Female,Iranian languages,20,20,0,0,0
Northwest Territories,61,Female,Kurdish,0,0,0,0,0
Northwest Territories,61,Female,Pashto,0,0,0,0,0
Northwest Territories,61,Female,Persian (Farsi),20,15,0,0,0
Northwest Territories,61,Female,"Indo-Iranian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Italic (Romance) languages,95,70,0,20,5
Northwest Territories,61,Female,Catalan,0,0,0,0,0
Northwest Territories,61,Female,Italian,15,10,0,0,5
Northwest Territories,61,Female,Portuguese,10,10,0,5,0
Northwest Territories,61,Female,Romanian,10,5,0,0,0
Northwest Territories,61,Female,Spanish,60,50,0,5,5
Northwest Territories,61,Female,"Italic (Romance) languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Japanese,40,35,0,5,5
Northwest Territories,61,Female,Kartvelian languages,0,0,0,0,0
Northwest Territories,61,Female,Georgian,0,0,0,0,0
Northwest Territories,61,Female,Korean,20,15,0,0,0
Northwest Territories,61,Female,Mongolic languages,5,0,0,0,0
Northwest Territories,61,Female,Mongolian,5,5,0,0,0
Northwest Territories,61,Female,Niger-Congo languages,55,60,0,5,0
Northwest Territories,61,Female,Akan (Twi),10,5,0,0,0
Northwest Territories,61,Female,Bamanankan,0,0,0,0,0
Northwest Territories,61,Female,Edo,0,0,0,0,0
Northwest Territories,61,Female,Ewe,0,0,0,0,0
Northwest Territories,61,Female,"Fulah (Pular, Pulaar, Fulfulde)",0,0,0,0,0
Northwest Territories,61,Female,Ga,0,0,0,0,0
Northwest Territories,61,Female,Ganda,5,5,0,0,0
Northwest Territories,61,Female,Igbo,0,0,0,0,0
Northwest Territories,61,Female,Lingala,0,0,0,0,0
Northwest Territories,61,Female,Rundi (Kirundi),0,0,0,0,0
Northwest Territories,61,Female,Kinyarwanda (Rwanda),5,0,0,0,0
Northwest Territories,61,Female,Shona,15,15,0,0,0
Northwest Territories,61,Female,Swahili,0,0,0,0,0
Northwest Territories,61,Female,Wolof,0,0,0,0,0
Northwest Territories,61,Female,Yoruba,5,0,0,0,0
Northwest Territories,61,Female,"Niger-Congo languages, n.i.e.",25,25,0,0,0
Northwest Territories,61,Female,Nilo-Saharan languages,0,0,0,0,0
Northwest Territories,61,Female,Dinka,0,0,0,0,0
Northwest Territories,61,Female,"Nilo-Saharan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Sign languages,0,0,0,0,0
Northwest Territories,61,Female,American Sign Language,0,0,0,0,0
Northwest Territories,61,Female,Quebec Sign Language,0,0,0,0,0
Northwest Territories,61,Female,"Sign languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Female,Sino-Tibetan languages,125,110,0,5,10
Northwest Territories,61,Female,Chinese languages,125,110,0,10,5
Northwest Territories,61,Female,Cantonese,55,55,0,5,0
Northwest Territories,61,Female,Hakka,5,5,0,0,0
Northwest Territories,61,Female,Mandarin,30,30,0,5,0
Northwest Territories,61,Female,Min Dong,0,0,0,0,0
Northwest Territories,61,Female,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",5,0,0,0,0
Northwest Territories,61,Female,Wu (Shanghainese),0,0,0,0,0
Northwest Territories,61,Female,"Chinese, n.o.s.",35,30,0,0,5
Northwest Territories,61,Female,"Chinese languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Tibeto-Burman languages,0,5,0,0,0
Northwest Territories,61,Female,Burmese,5,5,0,0,0
Northwest Territories,61,Female,Karenic languages,0,0,0,0,0
Northwest Territories,61,Female,Tibetan,0,0,0,0,0
Northwest Territories,61,Female,"Tibeto-Burman languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Tai-Kadai languages,5,0,0,0,0
Northwest Territories,61,Female,Lao,0,0,0,0,0
Northwest Territories,61,Female,Thai,5,5,0,0,0
Northwest Territories,61,Female,"Tai-Kadai languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Female,Turkic languages,5,0,0,0,0
Northwest Territories,61,Female,Azerbaijani,0,0,0,0,0
Northwest Territories,61,Female,Turkish,5,0,0,5,0
Northwest Territories,61,Female,Uyghur,0,0,0,0,0
Northwest Territories,61,Female,Uzbek,5,5,0,0,0
Northwest Territories,61,Female,"Turkic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,Uralic languages,15,10,0,0,0
Northwest Territories,61,Female,Estonian,0,0,0,0,0
Northwest Territories,61,Female,Finnish,5,5,0,0,0
Northwest Territories,61,Female,Hungarian,5,10,0,0,0
Northwest Territories,61,Female,"Uralic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Female,"Other languages, n.i.e.",5,5,0,0,0
Northwest Territories,61,Female,Multiple responses,440,350,5,85,5
Northwest Territories,61,Female,English and French,80,10,5,60,0
Northwest Territories,61,Female,English and non-official language,345,325,0,15,5
Northwest Territories,61,Female,French and non-official language,10,5,0,5,0
Northwest Territories,61,Female,"English, French and non-official language",5,0,0,5,0
